OBJECTID,ROADPREMOD,ROADPREDIR,ROADNAME,ROADTYPE,ROADPOSTDIR,ROADPOSTMOD,FULLNAME,ALTROADNAME,MSAGNAME,MUNICIPALITY,STATUS,LASTUPDATE,LASTEDITOR,ROADPRETYPE,FULLNAMECASS,CapCASSStName,JoinID
873060,,,Edith Weston,Pl,,,Edith Weston Place,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Edith Weston Pl,EDITH WESTON PL,646
873061,,,Edna,St,,,Edna Street,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Edna St,EDNA ST,647
873062,,,Edward,St,,,Edward Street,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Edward St,EDWARD ST,648
873063,,,Egania,St,,,Egania Street,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Egania St,EGANIA ST,649
873064,,,Egret,St,,,Egret Street,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Egret St,EGRET ST,650
873065,,,Eighth,St,,,Eighth Street,8th Street,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Eighth St,EIGHTH ST,651
873066,,,El Dorado,St,,,El Dorado Street,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,El Dorado St,EL DORADO ST,652
873067,,,Elaine,Pl,,,Elaine Place,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Elaine Pl,ELAINE PL,653
873068,,,Elaine,St,,,Elaine Street,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Elaine St,ELAINE ST,654
873069,,,Elba,St,,,Elba Street,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Elba St,ELBA ST,655
873070,,,Elder,St,,,Elder Street,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Elder St,ELDER ST,656
873071,,,Eleonore,St,,,Eleonore Street,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Eleonore St,ELEONORE ST,657
873072,,,Eliza,St,,,Eliza Street,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Eliza St,ELIZA ST,658
873073,,,Elizardi,Blvd,,,Elizardi Boulevard,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Elizardi Blvd,ELIZARDI BLVD,659
873074,,,Elk,Pl,,,Elk Place,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Elk Pl,ELK PL,660
873075,,,Ellen Park,Pl,,,Ellen Park Place,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Ellen Park Pl,ELLEN PARK PL,661
873076,,,Ellis,St,,,Ellis Street,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Ellis St,ELLIS ST,662
873077,,,Elmdale,Rd,,,Elmdale Road,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Elmdale Rd,ELMDALE RD,663
873078,,,Elmira,Ave,,,Elmira Avenue,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Elmira Ave,ELMIRA AVE,664
873079,,,Elmwood Park,Dr,,,Elmwood Park Drive,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Elmwood Park Dr,ELMWOOD PARK DR,665
873080,,,Elysian Fields,Ave,,,Elysian Fields Avenue,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Elysian Fields Ave,ELYSIAN FIELDS AVE,666
873081,,,Emerald,St,,,Emerald Street,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Emerald St,EMERALD ST,667
873082,,,Emmett W Bashful,Blvd,,,Emmett W Bashful Boulevard,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Emmett W Bashful Blvd,EMMETT W BASHFUL BLVD,668
873083,,,Emory,Rd,,,Emory Road,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Emory Rd,EMORY RD,669
873084,,,Empress,St,,,Empress Street,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Empress St,EMPRESS ST,670
873085,,,Encampment,St,,,Encampment Street,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Encampment St,ENCAMPMENT ST,671
873086,,,Endeavors,Ct,,,Endeavors Court,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Endeavors Ct,ENDEAVORS CT,672
873087,,,Endston,Ct,,,Endston Court,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Endston Ct,ENDSTON CT,673
873088,,,English Turn,Ct,,,English Turn Court,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,English Turn Ct,ENGLISH TURN CT,674
873089,,,English Turn,Dr,,,English Turn Drive,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,English Turn Dr,ENGLISH TURN DR,675
873090,,,English Turn,Ln,,,English Turn Lane,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,English Turn Ln,ENGLISH TURN LN,676
873091,,,English Turn,Pkwy,,,English Turn Parkway,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,English Turn Pkwy,ENGLISH TURN PKWY,677
873092,,,Enrique Alferez,Dr,,,Enrique Alferez Drive,,,Orleans,Current,2015/02/23 13:50:23+00,CITYOFNO\cmard,,Enrique Alferez Dr,ENRIQUE ALFEREZ DR,678
873093,,,Erato,St,,,Erato Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Erato St,ERATO ST,679
873094,,,Erickson,Ave,,,Erickson Avenue,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Erickson Ave,ERICKSON AVE,680
873095,,,Erie,St,,,Erie Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Erie St,ERIE ST,681
873096,,,Erin,Dr,,,Erin Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Erin Dr,ERIN DR,682
873097,,,Ernest,St,,,Ernest Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Ernest St,ERNEST ST,683
873098,,,Esplanade,Ave,,,Esplanade Avenue,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Esplanade Ave,ESPLANADE AVE,684
873099,,,Essex,Ct,,,Essex Court,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Essex Ct,ESSEX CT,685
873100,,,Ethel,Ln,,,Ethel Lane,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Ethel Ln,ETHEL LN,686
873101,,,Eton,St,,,Eton Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Eton St,ETON ST,687
873102,,,Eugenie,Ct,,,Eugenie Court,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Eugenie Ct,EUGENIE CT,688
873103,,,Eunice,Dr,,,Eunice Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Eunice Dr,EUNICE DR,689
873104,,,Euphrosine,St,,,Euphrosine Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Euphrosine St,EUPHROSINE ST,690
873105,,,Euterpe,St,,,Euterpe Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Euterpe St,EUTERPE ST,691
873106,,,Evangeline,Dr,,,Evangeline Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Evangeline Dr,EVANGELINE DR,692
873107,,,Eve,St,,,Eve Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Eve St,EVE ST,693
873108,,,Evelina,St,,,Evelina Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Evelina St,EVELINA ST,694
873109,,,Evelyn,Ct,,,Evelyn Court,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Evelyn Ct,EVELYN CT,695
873110,,,Everett,Pl,,,Everett Place,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Everett Pl,EVERETT PL,696
873111,,,Everglades,Dr,,,Everglades Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Everglades Dr,EVERGLADES DR,697
873112,,,Evergreen,Ave,,,Evergreen Avenue,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Evergreen Ave,EVERGREEN AVE,698
873113,,,Exchange,Pl,,,Exchange Place,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Exchange Pl,EXCHANGE PL,699
873114,,,Exeter,St,,,Exeter Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Exeter St,EXETER ST,700
873115,,,Expedition,Dr,,,Expedition Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Expedition Dr,EXPEDITION DR,701
873116,,,Explorers,Ave,,,Explorers Avenue,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Explorers Ave,EXPLORERS AVE,702
873117,,,Exposition,Blvd,,,Exposition Boulevard,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Exposition Blvd,EXPOSITION BLVD,703
873118,,,Fairfax,Pl,,,Fairfax Place,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fairfax Pl,FAIRFAX PL,704
873119,,,Fairmont,Dr,,,Fairmont Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fairmont Dr,FAIRMONT DR,705
873120,,,Fairway,Dr,,,Fairway Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fairway Dr,FAIRWAY DR,706
873121,,,Fairway Oaks,Dr,,,Fairway Oaks Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fairway Oaks Dr,FAIRWAY OAKS DR,707
873122,,,Falmouth,Dr,,,Falmouth Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Falmouth Dr,FALMOUTH DR,708
873123,,,Farragut,St,,,Farragut Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Farragut St,FARRAGUT ST,709
873124,,,Farwood,Dr,,,Farwood Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Farwood Dr,FARWOOD DR,710
873125,,,Farwood,Rd,,,Farwood Road,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Farwood Rd,FARWOOD RD,711
873126,,,Feliciana,Dr,,,Feliciana Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Feliciana Dr,FELICIANA DR,712
873127,,,Feliciana,St,,,Feliciana Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Feliciana St,FELICIANA ST,713
873128,,,Felicity,St,,,Felicity Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Felicity St,FELICITY ST,714
873129,,,Fern,Ct,,,Fern Court,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fern Ct,FERN CT,715
873130,,,Fern,St,,,Fern Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fern St,FERN ST,716
873131,,,Fernley,Dr,,,Fernley Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fernley Dr,FERNLEY DR,717
873132,,,Ferry,Pl,,,Ferry Place,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Ferry Pl,FERRY PL,718
873133,,,Fields,St,,,Fields Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fields St,FIELDS ST,719
873134,,,Fieldston,Rd,,,Fieldston Road,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fieldston Rd,FIELDSTON RD,720
873135,,,Fiesta,St,,,Fiesta Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fiesta St,FIESTA ST,721
873136,,,Fig,St,,,Fig Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fig St,FIG ST,722
873137,,,Henry Thomas,Dr,,,Henry Thomas Drive,,,Orleans,Current,,,,Henry Thomas Dr,HENRY THOMAS DR,2387
873138,,,Finch,St,,,Finch Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Finch St,FINCH ST,724
873139,,,Finchley,Rd,,,Finchley Road,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Finchley Rd,FINCHLEY RD,725
873140,,,Finland,Pl,,,Finland Place,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Finland Pl,FINLAND PL,726
873141,,,First,St,,,First Street,1st Street,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,First St,FIRST ST,727
873142,,,Five Oaks,Dr,,,Five Oaks Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Five Oaks Dr,FIVE OAKS DR,728
873143,,,Flake,Ave,,,Flake Avenue,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Flake Ave,FLAKE AVE,729
873144,,,Flamingo,St,,,Flamingo Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Flamingo St,FLAMINGO ST,730
873145,,,Eames,Ave,,,Eames Avenue,,,Orleans,Current,2015/08/25 15:06:03+00,CITYOFNO\akkuemmel,,Eames Ave,EAMES AVE,2295
873146,,,Flanders,St,,,Flanders Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Flanders St,FLANDERS ST,731
873147,,,Fleur-de-lis,Dr,,,Fleur-de-lis Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fleur-de-lis Dr,FLEUR-DE-LIS DR,732
873148,,,Flite,St,,,Flite Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Flite St,FLITE ST,733
873149,,,Flood,St,,,Flood Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Flood St,FLOOD ST,734
873150,,,Florence,Ave,,,Florence Avenue,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Florence Ave,FLORENCE AVE,735
873151,,,Florida,Ave,,,Florida Avenue,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Florida Ave,FLORIDA AVE,736
873152,,,Florida,Blvd,,,Florida Boulevard,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Florida Blvd,FLORIDA BLVD,737
873153,,,Florita,Ct,,,Florita Court,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Florita Ct,FLORITA CT,738
873154,,,Flossmoor,Dr,,,Flossmoor Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Flossmoor Dr,FLOSSMOOR DR,739
873155,,,Flounder,St,,,Flounder Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Flounder St,FLOUNDER ST,740
873156,,,Flowerdale,Ct,,,Flowerdale Court,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Flowerdale Ct,FLOWERDALE CT,741
873157,,,Foch,Rd,,,Foch Road,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Foch Rd,FOCH RD,742
873158,,,Folely,Ln,,,Folely Lane,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Folely Ln,FOLELY LN,743
873159,,,Fontainebleau,Dr,,,Fontainebleau Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fontainebleau Dr,FONTAINEBLEAU DR,744
873160,,,Ford,St,,,Ford Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Ford St,FORD ST,745
873161,,,Fordham,Ct,,,Fordham Court,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fordham Ct,FORDHAM CT,746
873162,,,Forekids,Dr,,,Forekids Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Forekids Dr,FOREKIDS DR,747
873163,,,Forest Glen,Rd,,,Forest Glen Road,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Forest Glen Rd,FOREST GLEN RD,748
873164,,,Forest Oaks,Dr,,,Forest Oaks Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Forest Oaks Dr,FOREST OAKS DR,749
873165,,,Forest Park,Ln,,,Forest Park Lane,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Forest Park Ln,FOREST PARK LN,750
873166,,N,Forest Park,Ct,,,North Forest Park Court,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,N Forest Park Ct,N FOREST PARK CT,751
873167,,W,Forest Park,Ct,,,West Forest Park Court,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,W Forest Park Ct,W FOREST PARK CT,752
873168,,,Forshey,St,,,Forshey Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Forshey St,FORSHEY ST,753
873169,,,Forstall,St,,,Forstall Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Forstall St,FORSTALL ST,754
873170,,,Fort Macomb,Rd,,,Fort Macomb Road,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fort Macomb Rd,FORT MACOMB RD,755
873171,,,Fortin,St,,,Fortin Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fortin St,FORTIN ST,756
873172,,,Fortress,Rd,,,Fortress Road,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fortress Rd,FORTRESS RD,757
873173,,,Forum,Blvd,,,Forum Boulevard,Forum Road,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Forum Blvd,FORUM BLVD,758
873174,,,Foucher,St,,,Foucher Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Foucher St,FOUCHER ST,759
873175,,,Founders,Ct,,,Founders Court,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Founders Ct,FOUNDERS CT,760
873176,,,Founders,Rd,,,Founders Road,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Founders Rd,FOUNDERS RD,761
873177,,,Fourth,St,,,Fourth Street,4th Street,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Fourth St,FOURTH ST,762
873178,,,Foxcroft,Dr,,,Foxcroft Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Foxcroft Dr,FOXCROFT DR,763
873179,,,Foy,St,,,Foy Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Foy St,FOY ST,764
873180,,,France,Rd,,,France Road,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,France Rd,FRANCE RD,765
873181,,,France,St,,,France Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,France St,FRANCE ST,766
873182,,,France Road,Pkwy,,,France Road Parkway,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,France Road Pkwy,FRANCE ROAD PKWY,767
873183,,,Francesco,Rd,,,Francesco Road,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Francesco Rd,FRANCESCO RD,768
873184,,,Francis,Dr,,,Francis Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Francis Dr,FRANCIS DR,769
873185,,,Francisco Verrette,Dr,,,Francisco Verrett Drive,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Francisco Verrett Dr,FRANCISCO VERRETT DR,770
873186,,,Frank,St,,,Frank Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Frank St,FRANK ST,771
873187,,,Frankfort,St,,,Frankfort Street,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Frankfort St,FRANKFORT ST,772
873188,,,Franklin,Ave,,,Franklin Avenue,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Franklin Ave,FRANKLIN AVE,773
873189,,,Franklin,Ct,,,Franklin Court,,,Orleans,Current,2015/02/23 13:50:24+00,CITYOFNO\cmard,,Franklin Ct,FRANKLIN CT,774
873190,,,Fremont,St,,,Fremont Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Fremont St,FREMONT ST,775
873191,,,French,St,,,French Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,French St,FRENCH ST,776
873192,,,French Market,Pl,,,French Market Place,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,French Market Pl,FRENCH MARKET PL,777
873193,,,Frenchmen,St,,,Frenchmen Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Frenchmen St,FRENCHMEN ST,778
873194,,,Freret,St,,,Freret Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Freret St,FRERET ST,779
873195,,,Frey,Pl,,,Frey Place,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Frey Pl,FREY PL,780
873196,,,Friar Tuck,Dr,,,Friar Tuck Drive,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Friar Tuck Dr,FRIAR TUCK DR,781
873197,,,Friederich's,Ave,,,Friederich's Avenue,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Friederichs Ave,FRIEDERICHS AVE,782
873198,,N,Front,St,,,North Front Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,N Front St,N FRONT ST,783
873199,,S,Front,St,,,South Front Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,S Front St,S FRONT ST,784
873200,,,Frontage,Pl,,,Frontage Place,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Frontage Pl,FRONTAGE PL,785
873201,,N,Frontage,Rd,,,North Frontage Road,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,N Frontage Rd,N FRONTAGE RD,786
873202,,,Fuchsia,Ln,,,Fuchsia Lane,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Fuchsia Ln,FUCHSIA LN,787
873203,,,Fulton,St,,,Fulton Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Fulton St,FULTON ST,788
873204,,,Gabriel,Dr,,,Gabriel Drive,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Gabriel Dr,GABRIEL DR,789
873205,,,Gaiennie,St,,,Gaiennie Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Gaiennie St,GAIENNIE ST,790
873206,,,Gaines,St,,,Gaines Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Gaines St,GAINES ST,791
873207,,,Galahad,Dr,,,Galahad Drive,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Galahad Dr,GALAHAD DR,792
873208,,,Gallatin,St,,,Gallatin Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Gallatin St,GALLATIN ST,793
873209,,,Gallier,Dr,,,Gallier Drive,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Gallier Dr,GALLIER DR,794
873210,,,Gallier,St,,,Gallier Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Gallier St,GALLIER ST,795
873211,,,Gallinghouse,St,,,Gallinghouse Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Gallinghouse St,GALLINGHOUSE ST,796
873212,,N,Galvez,St,,,North Galvez Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,N Galvez St,N GALVEZ ST,797
873213,,S,Galvez,St,,,South Galvez Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,S Galvez St,S GALVEZ ST,798
873214,,,Gannon,Rd,,,Gannon Road,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Gannon Rd,GANNON RD,799
873215,,,Garden,Ln,,,Garden Lane,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Garden Ln,GARDEN LN,800
873216,,,Garden Oaks,Dr,,,Garden Oaks Drive,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Garden Oaks Dr,GARDEN OAKS DR,801
873217,,,Gardena,Dr,,,Gardena Drive,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Gardena Dr,GARDENA DR,802
873218,,,Gardenia,Ln,,,Gardenia Lane,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Gardenia Ln,GARDENIA LN,803
873219,,,Garfield,St,,,Garfield Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Garfield St,GARFIELD ST,804
873220,,,Garnet,St,,,Garnet Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Garnet St,GARNET ST,805
873221,,,Dueling Oaks,Dr,,,Dueling Oaks Drive,,,Orleans,Current,,,,Dueling Oaks Dr,DUELING OAKS DR,2392
873222,,,Gawain,Dr,,,Gawain Drive,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Gawain Dr,GAWAIN DR,806
873223,,N,Gayoso,St,,,North Gayoso Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,N Gayoso St,N GAYOSO ST,807
873224,,S,Gayoso,St,,,South Gayoso Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,S Gayoso St,S GAYOSO ST,808
873225,,,Gem,St,,,Gem Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,Gem St,GEM ST,809
873226,,,General Collins,Ave,,,General Collins Avenue,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,General Collins Ave,GENERAL COLLINS AVE,810
873227,,,General De Gaulle,Dr,,,General De Gaulle Drive,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,General De Gaulle Dr,GENERAL DE GAULLE DR,811
873228,,,General Diaz,St,,,General Diaz Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,General Diaz St,GENERAL DIAZ ST,812
873229,,,General Early,Dr,,,General Early Drive,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,General Early Dr,GENERAL EARLY DR,813
873230,,,General Haig,St,,,General Haig Street,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,General Haig St,GENERAL HAIG ST,814
873231,,,General Meyer,Ave,,,General Meyer Avenue,,,Orleans,Current,2015/02/23 13:50:25+00,CITYOFNO\cmard,,General Meyer Ave,GENERAL MEYER AVE,815
